customer_id,signup_date,loyalty_status,age,gender
11210,2023-07-25,Silver,54,M
11211,2024-08-01,Silver,20,F
11212,2024-09-07,Gold,41,M
11213,2022-10-28,Silver,18,M
11214,2022-03-17,Silver,62,F
11215,2020-08-22,Platinum,24,F
11216,2021-11-05,Platinum,58,F
11217,2021-07-14,Silver,50,M
11218,2023-08-18,Silver,51,F
11219,2020-02-07,Silver,22,F
11220,2023-03-05,Silver,56,F
11221,2022-04-01,Gold,37,F
11222,2021-02-24,Gold,45,F
11223,2023-05-27,Silver,53,F
11224,2020-12-13,Gold,27,F
11225,2024-04-18,Silver,45,F
11226,2023-01-07,Platinum,48,F
11227,2022-01-17,Silver,57,F
11228,2020-09-29,Platinum,38,M
11229,2023-03-30,Silver,63,M
11230,2024-09-06,Silver,41,F
11231,2020-11-03,Silver,22,M
11232,2023-10-29,Platinum,21,F
11233,2022-09-02,Gold,48,M
11234,2022-01-02,Gold,42,M
11235,2022-10-29,Silver,48,F
11236,2024-12-29,Silver,64,M
11237,2021-03-19,Silver,29,F
11238,2023-02-10,Gold,41,M
11239,2023-05-13,Platinum,51,M
11240,2021-02-08,Silver,44,M
11241,2024-09-17,Silver,40,M
11242,2022-05-02,Gold,39,M
11243,2023-05-05,Silver,39,M
11244,2022-02-16,Gold,26,M
11245,2024-12-02,Silver,47,F
11246,2024-11-18,Gold,58,F
11247,2020-04-24,Gold,34,M
11248,2023-02-18,Gold,65,F
11249,2024-08-03,Silver,67,M
11250,2020-03-05,Silver,68,F
11251,2023-07-23,Silver,41,M
11252,2022-04-04,Gold,19,M
11253,2020-08-26,Silver,18,F
11254,2020-10-28,Platinum,38,M
11255,2023-11-16,Platinum,48,M
11256,2024-03-25,Silver,61,F
11257,2022-08-26,Gold,19,M
11258,2021-01-03,Gold,31,F
11259,2020-08-20,Silver,36,M
11260,2020-07-13,Silver,20,F
11261,2022-06-25,Silver,19,M
11262,2022-11-01,Gold,19,F
11263,2022-07-09,Silver,28,M
11264,2021-11-19,Gold,43,F
11265,2020-06-25,Platinum,51,F
11266,2020-08-04,Gold,34,F
11267,2022-10-31,Platinum,61,M
11268,2024-01-09,Gold,29,M
11269,2021-09-21,Silver,66,F
11270,2020-06-12,Platinum,18,F
11271,2024-04-23,Silver,57,M
11272,2020-02-22,Platinum,45,F
11273,2020-08-05,Silver,24,M
11274,2024-10-07,Platinum,24,M
11275,2022-09-25,Silver,59,M
11276,2022-04-03,Silver,54,F
11277,2023-10-15,Silver,69,M
11278,2021-01-19,Silver,31,F
11279,2020-02-25,Gold,56,F
11280,2020-04-27,Silver,49,M
11281,2022-06-18,Gold,68,F
11282,2023-06-30,Gold,60,F
11283,2022-03-08,Gold,31,M
11284,2022-02-18,Gold,46,M
11285,2022-10-12,Silver,43,F
11286,2022-03-13,Silver,52,M
11287,2022-04-24,Silver,23,F
11288,2023-04-18,Silver,29,F
11289,2023-12-09,Silver,50,F
11290,2023-06-12,Platinum,68,M
11291,2022-05-04,Silver,23,F
11292,2021-12-08,Silver,41,F
11293,2023-01-08,Gold,21,F
11294,2024-07-28,Platinum,38,M
11295,2020-01-22,Platinum,31,F
11296,2024-02-09,Gold,38,M
11297,2022-04-22,Gold,40,F
11298,2024-01-03,Silver,60,F
11299,2024-10-26,Gold,56,F
11300,2024-05-12,Silver,55,M
11301,2023-01-21,Silver,36,M
11302,2020-07-10,Platinum,36,F
11303,2022-10-15,Silver,28,M
11304,2023-01-31,Gold,31,F
11305,2021-01-30,Gold,62,F
11306,2022-10-27,Silver,29,F
11307,2021-10-01,Silver,62,F
11308,2022-10-15,Platinum,46,F
11309,2021-07-20,Gold,18,F
11310,2020-08-18,Silver,41,M
11311,2022-05-23,Silver,29,F
11312,2021-07-27,Gold,46,F
11313,2020-08-27,Gold,49,F
11314,2020-03-30,Gold,28,M
11315,2020-08-19,Gold,68,M
11316,2021-04-01,Gold,43,M
11317,2020-08-20,Platinum,54,F
11318,2020-12-19,Gold,65,M
11319,2022-10-01,Silver,66,F
11320,2023-09-18,Platinum,52,M
11321,2021-03-14,Silver,29,F
11322,2023-10-30,Platinum,45,M
11323,2023-08-08,Gold,51,F
11324,2020-12-10,Silver,34,M
11325,2021-10-25,Gold,37,F
11326,2023-12-22,Gold,46,F
11327,2021-10-18,Platinum,43,M
11328,2020-05-09,Silver,29,M
11329,2020-05-20,Silver,61,M
11330,2021-02-18,Silver,29,F
11331,2023-01-21,Silver,46,M
11332,2021-09-17,Gold,41,M
11333,2020-10-10,Silver,57,M
11334,2024-08-05,Gold,25,M
11335,2020-08-10,Silver,45,F
11336,2022-01-13,Gold,48,F
11337,2021-04-07,Silver,25,F
11338,2024-04-17,Silver,54,M
11339,2023-07-23,Silver,23,F
11340,2024-09-01,Gold,61,M
11341,2023-03-09,Gold,41,F
11342,2020-12-22,Gold,69,F
11343,2024-10-02,Silver,63,F
11344,2022-11-12,Gold,30,F
11345,2024-10-25,Silver,56,F
11346,2023-07-17,Silver,25,M
11347,2022-05-08,Silver,20,M
11348,2021-10-26,Silver,68,M
11349,2023-09-18,Silver,25,M
11350,2022-10-11,Gold,45,F
11351,2020-03-25,Platinum,66,M
11352,2021-09-12,Silver,55,M
11353,2022-11-20,Silver,69,F
11354,2024-10-30,Silver,63,M
11355,2020-08-27,Silver,44,M
11356,2020-12-28,Platinum,44,F
11357,2022-04-01,Platinum,37,M
11358,2023-11-13,Silver,45,M
11359,2024-08-03,Silver,43,F
11360,2021-10-29,Gold,29,M
11361,2023-08-15,Silver,64,F
11362,2023-10-26,Gold,61,F
11363,2020-04-08,Gold,65,F
11364,2020-02-16,Platinum,31,M
11365,2022-04-18,Gold,19,M
11366,2021-02-25,Silver,60,F
11367,2024-02-12,Silver,55,F
11368,2024-05-21,Platinum,36,M
11369,2020-03-02,Silver,65,F
11370,2023-02-06,Silver,68,M
11371,2024-08-29,Silver,43,M
11372,2024-04-21,Silver,28,F
11373,2023-02-16,Silver,36,M
11374,2022-10-06,Silver,39,M
11375,2021-08-20,Platinum,49,M
11376,2023-11-06,Silver,38,F
11377,2021-01-26,Gold,50,F
11378,2022-09-03,Platinum,49,F
11379,2022-12-11,Platinum,35,F
11380,2021-08-25,Gold,44,M
11381,2023-08-05,Silver,22,F
11382,2020-12-02,Silver,29,M
11383,2022-03-20,Gold,28,F
11384,2023-05-12,Platinum,37,F
11385,2023-06-15,Silver,51,F
11386,2023-11-06,Gold,56,M
11387,2024-08-17,Silver,27,M
11388,2022-01-21,Silver,68,M
11389,2023-03-05,Gold,25,M
11390,2023-12-01,Silver,36,F
11391,2024-03-11,Gold,41,F
11392,2023-10-17,Silver,56,M
11393,2023-11-05,Silver,18,M
11394,2022-05-30,Gold,35,M
11395,2024-05-18,Silver,49,F
11396,2021-09-26,Gold,65,M
11397,2020-09-10,Gold,54,M
11398,2024-02-09,Platinum,24,M
11399,2023-02-11,Silver,45,F
11400,2020-01-20,Gold,60,F
11401,2021-06-11,Silver,63,F
11402,2023-03-14,Silver,42,F
11403,2023-05-16,Silver,66,M
11404,2024-04-03,Silver,58,F
11405,2021-01-10,Silver,64,M
11406,2024-03-07,Silver,36,F
11407,2020-06-14,Gold,20,F
11408,2024-04-22,Platinum,29,M
11409,2023-04-19,Silver,18,F
11410,2022-05-10,Gold,31,M
11411,2021-09-08,Silver,63,F
11412,2021-09-03,Gold,55,M
11413,2024-06-13,Gold,19,F
11414,2024-01-07,Silver,41,M
11415,2023-09-17,Gold,59,M
11416,2021-05-17,Gold,32,F
11417,2022-07-01,Gold,42,M
11418,2020-03-19,Silver,61,F
11419,2021-08-07,Gold,68,M
11420,2021-11-18,Silver,51,M
11421,2021-01-30,Silver,32,M
11422,2024-06-19,Gold,69,M
11423,2023-01-31,Gold,30,M
11424,2021-02-05,Silver,42,M
11425,2022-09-01,Silver,67,F
11426,2020-08-11,Silver,69,M
11427,2021-06-01,Silver,19,F
11428,2021-09-25,Silver,51,F
11429,2020-08-23,Gold,50,M
11430,2023-12-21,Silver,52,F
11431,2020-04-25,Silver,68,M
11432,2023-04-01,Gold,29,F
11433,2020-08-13,Gold,50,M
11434,2020-08-17,Gold,52,M
11435,2020-06-30,Silver,29,M
11436,2023-06-26,Gold,29,F
11437,2023-09-03,Silver,61,F
11438,2020-07-28,Silver,19,F
11439,2024-08-06,Silver,69,F
11440,2023-11-16,Silver,55,M
11441,2020-04-05,Silver,46,M
11442,2022-06-12,Silver,39,F
11443,2022-01-25,Gold,33,M
11444,2023-01-14,Silver,62,M
11445,2021-02-18,Silver,27,M
11446,2021-01-28,Gold,54,M
11447,2021-11-26,Silver,34,F
11448,2024-07-14,Gold,53,M
11449,2022-04-23,Silver,32,F
11450,2024-03-04,Silver,61,M
11451,2021-08-26,Gold,69,M
11452,2021-08-04,Platinum,57,M
11453,2020-05-12,Gold,48,M
11454,2022-03-01,Silver,40,F
11455,2021-10-10,Gold,48,F
11456,2023-08-30,Gold,62,F
11457,2024-09-18,Gold,54,M
11458,2020-08-08,Gold,39,F
11459,2022-09-02,Platinum,67,M
11460,2024-01-01,Silver,24,M
11461,2022-12-05,Silver,27,M
11462,2024-12-18,Silver,57,F
11463,2023-04-30,Gold,19,F
11464,2024-03-23,Gold,47,F
11465,2023-11-03,Silver,44,F
11466,2022-02-26,Silver,51,M
11467,2021-11-21,Gold,29,F
11468,2023-09-19,Gold,52,F
11469,2020-02-08,Silver,57,F
11470,2023-08-09,Platinum,60,F
11471,2021-11-20,Silver,28,F
11472,2020-06-10,Platinum,27,M
11473,2023-09-16,Silver,68,F
11474,2023-02-01,Silver,36,M
11475,2020-06-09,Silver,41,F
11476,2024-12-27,Gold,67,F
11477,2024-07-16,Silver,29,M
11478,2022-12-13,Silver,56,F
11479,2022-11-23,Platinum,56,F
11480,2020-08-29,Platinum,38,M
11481,2022-08-24,Silver,39,F
11482,2022-06-08,Gold,62,M
11483,2020-04-22,Silver,33,M
11484,2022-10-10,Gold,64,F
11485,2020-11-13,Silver,36,M
11486,2020-01-23,Silver,48,M
11487,2024-04-30,Gold,60,F
11488,2022-04-03,Silver,30,M
11489,2024-07-28,Silver,52,F
11490,2023-02-15,Platinum,69,F
11491,2021-12-01,Gold,29,M
11492,2024-07-24,Silver,55,F
11493,2022-10-15,Silver,20,M
11494,2023-05-20,Gold,23,M
11495,2023-12-12,Gold,40,F
11496,2023-02-10,Platinum,44,M
11497,2022-12-03,Gold,39,F
11498,2020-05-07,Gold,64,M
11499,2022-05-25,Gold,18,F
11500,2020-06-06,Silver,29,F
11501,2024-12-13,Platinum,50,F
11502,2022-04-06,Silver,22,M
11503,2023-11-18,Gold,30,M
11504,2022-05-01,Gold,23,F
11505,2021-05-26,Silver,41,F
11506,2020-02-14,Silver,62,F
11507,2023-02-05,Gold,48,F
11508,2020-08-06,Silver,27,F
11509,2021-03-18,Silver,66,F
11510,2020-11-10,Gold,51,F
11511,2020-06-25,Platinum,66,M
11512,2020-08-15,Silver,61,M
11513,2024-09-22,Gold,56,F
11514,2024-08-22,Silver,59,F
11515,2020-09-23,Gold,42,M
11516,2022-05-19,Platinum,62,M
11517,2022-04-17,Silver,63,M
11518,2023-11-03,Platinum,55,F
11519,2021-05-03,Platinum,51,M
11520,2021-12-02,Gold,24,F
11521,2021-11-17,Gold,36,M
11522,2023-08-06,Platinum,44,F
11523,2022-09-22,Gold,61,F
11524,2020-12-22,Silver,24,M
11525,2024-08-07,Gold,68,F
11526,2024-11-02,Silver,60,F
11527,2022-05-21,Platinum,22,M
11528,2020-07-22,Silver,42,M
11529,2023-05-21,Gold,69,M
11530,2021-07-05,Gold,65,M
11531,2024-12-15,Silver,26,M
11532,2020-11-18,Gold,24,M
11533,2021-08-16,Platinum,39,M
11534,2020-06-29,Silver,67,M
11535,2021-05-13,Silver,25,F
11536,2023-09-05,Gold,33,M
11537,2020-03-23,Gold,22,M
11538,2020-10-29,Silver,23,F
11539,2020-09-18,Gold,47,F
11540,2022-02-22,Gold,25,F
11541,2023-05-08,Silver,63,M
11542,2023-06-17,Gold,44,F
11543,2022-07-02,Gold,58,F
11544,2021-11-22,Silver,20,F
11545,2022-08-01,Platinum,54,F
11546,2021-11-13,Silver,35,F
11547,2023-08-11,Gold,53,M
11548,2024-03-15,Silver,37,M
11549,2021-11-19,Silver,34,F
11550,2021-01-30,Silver,69,F
11551,2024-11-07,Silver,63,M
11552,2023-03-07,Gold,41,F
11553,2022-04-18,Silver,52,F
11554,2022-05-27,Gold,25,F
11555,2022-04-02,Platinum,22,F
11556,2023-02-26,Silver,21,M
11557,2020-02-18,Platinum,53,M
11558,2024-08-26,Silver,40,F
11559,2022-02-27,Silver,18,M
11560,2020-10-19,Gold,68,M
11561,2024-07-09,Platinum,24,M
11562,2021-06-19,Silver,34,M
11563,2020-11-06,Gold,45,M
11564,2021-06-20,Silver,24,F
11565,2021-09-30,Gold,61,F
11566,2020-08-21,Gold,34,F
11567,2023-05-17,Gold,52,M
11568,2021-08-27,Platinum,49,M
11569,2020-04-03,Platinum,42,M
11570,2020-11-22,Silver,34,M
11571,2020-08-12,Silver,50,F
11572,2022-08-24,Gold,45,M
11573,2022-06-08,Gold,51,M
11574,2024-12-20,Silver,57,F
11575,2020-01-11,Silver,28,M
11576,2023-09-14,Gold,57,M
11577,2022-11-01,Silver,27,M
11578,2020-02-04,Silver,50,F
11579,2021-03-22,Silver,22,M
11580,2024-01-15,Gold,55,M
11581,2024-10-29,Silver,40,F
11582,2023-05-28,Gold,69,M
11583,2021-03-16,Silver,62,M
11584,2021-10-14,Gold,39,M
11585,2024-04-07,Silver,22,F
11586,2021-08-17,Silver,42,M
11587,2020-08-16,Gold,50,M
11588,2020-12-09,Silver,54,M
11589,2023-01-08,Gold,22,M
11590,2023-10-08,Platinum,24,F
11591,2023-11-20,Silver,19,F
11592,2023-08-06,Silver,29,M
11593,2024-01-18,Silver,63,M
11594,2024-08-21,Silver,63,F
11595,2022-09-15,Gold,34,F
11596,2023-02-25,Silver,32,F
11597,2024-09-21,Silver,68,M
11598,2022-06-27,Silver,51,M
11599,2024-04-15,Gold,44,F
11600,2023-10-14,Gold,21,F
11601,2021-06-10,Silver,22,F
11602,2023-08-29,Gold,36,M
11603,2020-03-15,Gold,61,M
11604,2024-04-18,Silver,29,F
11605,2020-07-14,Gold,40,F
11606,2020-01-29,Platinum,37,F
11607,2021-12-06,Gold,18,M
11608,2022-10-17,Silver,32,M
11609,2020-01-16,Silver,38,F
11610,2023-12-17,Gold,27,F
11611,2024-05-31,Silver,54,M
11612,2022-03-15,Gold,18,M
11613,2024-06-04,Gold,42,M
11614,2023-11-29,Platinum,27,F
11615,2022-07-28,Silver,37,F
11616,2024-07-17,Gold,60,F
11617,2024-04-03,Silver,29,F
11618,2022-08-24,Silver,60,F
11619,2024-06-25,Silver,44,M
11620,2023-01-05,Silver,53,M
11621,2020-08-16,Silver,29,M
11622,2022-08-19,Silver,26,M
11623,2023-08-13,Gold,32,F
11624,2024-03-13,Silver,56,F
11625,2021-12-15,Silver,50,M
11626,2022-09-10,Gold,69,M
11627,2021-07-26,Gold,62,F
11628,2024-04-10,Silver,22,M
11629,2024-05-25,Gold,58,M
11630,2021-09-06,Gold,20,M
11631,2020-11-21,Silver,64,M
11632,2023-10-18,Silver,26,M
11633,2024-08-19,Gold,55,F
11634,2022-05-24,Gold,63,F
11635,2020-12-24,Gold,42,M
11636,2024-09-25,Silver,49,F
11637,2024-12-15,Gold,69,M
11638,2020-11-19,Gold,63,M
11639,2024-09-17,Gold,32,M
11640,2023-09-11,Silver,34,F
11641,2024-07-06,Silver,69,M
11642,2020-06-13,Silver,57,M
11643,2024-05-15,Platinum,56,F
11644,2024-06-15,Silver,66,F
11645,2022-03-08,Silver,40,M
11646,2021-03-30,Silver,33,M
11647,2023-03-22,Platinum,52,F
11648,2024-10-26,Gold,35,F
11649,2023-02-24,Silver,68,M
11650,2020-07-11,Platinum,36,F
11651,2021-09-18,Platinum,59,F
11652,2024-12-02,Silver,49,F
11653,2021-06-13,Silver,31,F
11654,2022-10-30,Platinum,31,F
11655,2020-04-01,Gold,42,F
11656,2020-05-18,Silver,57,F
11657,2021-04-25,Silver,62,M
11658,2021-03-24,Silver,39,F
11659,2023-09-18,Gold,24,M
11660,2022-05-18,Silver,28,F
11661,2020-12-05,Silver,69,M
11662,2022-12-11,Silver,54,F
11663,2024-09-26,Silver,66,F
11664,2021-04-10,Silver,36,F
11665,2021-12-18,Platinum,21,M
11666,2022-03-09,Silver,27,F
11667,2021-04-19,Gold,21,F
11668,2021-02-04,Silver,40,M
11669,2024-01-02,Gold,47,F
11670,2021-08-27,Silver,64,F
11671,2022-07-20,Silver,55,F
11672,2022-09-23,Platinum,66,F
11673,2022-07-10,Silver,29,M
11674,2022-03-31,Gold,23,F
11675,2021-10-18,Gold,35,F
11676,2021-08-20,Gold,50,F
11677,2024-03-12,Platinum,31,F
11678,2023-03-22,Silver,21,F
11679,2021-05-28,Platinum,30,M
11680,2024-03-06,Gold,33,F
11681,2024-11-30,Silver,69,M
11682,2024-08-26,Silver,48,M
11683,2022-10-26,Gold,40,F
11684,2021-05-14,Silver,38,F
11685,2024-08-11,Gold,43,F
11686,2021-12-17,Silver,59,F
11687,2023-02-15,Gold,52,F
11688,2024-02-17,Gold,69,F
11689,2021-08-23,Silver,59,M
11690,2021-10-27,Silver,34,M
11691,2024-08-29,Platinum,46,M
11692,2021-04-12,Silver,64,F
11693,2020-06-09,Silver,55,M
11694,2020-09-26,Gold,54,F
11695,2022-12-15,Silver,67,F
11696,2020-08-15,Silver,54,F
11697,2022-04-28,Gold,54,F
11698,2020-05-28,Silver,46,M
11699,2022-12-05,Silver,48,F
11700,2023-03-13,Gold,22,M
11701,2024-11-08,Platinum,44,F
11702,2024-12-12,Gold,53,M
11703,2021-09-23,Gold,34,M
11704,2023-09-25,Silver,26,M
11705,2021-02-16,Platinum,29,M
11706,2024-10-21,Gold,65,F
11707,2021-06-03,Gold,32,F
11708,2023-09-29,Platinum,40,M
11709,2021-01-21,Gold,51,F
11710,2024-02-05,Platinum,38,M
11711,2020-10-01,Platinum,26,F
11712,2020-12-18,Gold,19,M
11713,2022-12-25,Platinum,59,M
11714,2023-01-07,Silver,27,M
11715,2021-08-20,Gold,25,F
11716,2024-07-17,Silver,29,F
11717,2023-05-10,Platinum,60,M
11718,2024-08-12,Silver,55,M
11719,2021-07-11,Platinum,26,F
11720,2020-04-22,Silver,52,F
11721,2023-01-19,Gold,56,M
11722,2020-05-20,Silver,25,F
11723,2023-08-05,Gold,40,F
11724,2021-12-30,Silver,61,M
11725,2021-08-11,Platinum,22,F
11726,2021-02-14,Gold,31,M
11727,2021-01-11,Gold,66,M
11728,2023-11-08,Silver,34,M
11729,2023-03-21,Silver,39,F
11730,2022-01-20,Platinum,47,F
11731,2021-09-18,Silver,22,F
11732,2023-09-04,Platinum,60,F
11733,2023-10-24,Silver,41,M
11734,2024-06-17,Silver,46,F
11735,2022-09-21,Platinum,50,M
11736,2024-05-02,Gold,36,F
11737,2021-12-03,Silver,58,F
11738,2021-04-06,Silver,27,F
11739,2020-01-12,Platinum,66,M
11740,2023-03-25,Silver,32,M
11741,2024-09-03,Silver,38,M
11742,2021-04-21,Gold,59,F
11743,2022-07-27,Silver,42,M
11744,2021-02-04,Silver,38,M
11745,2022-03-18,Gold,18,F
11746,2020-06-25,Platinum,63,F
11747,2023-09-26,Platinum,40,F
11748,2020-02-26,Gold,63,M
11749,2021-03-23,Gold,34,F
11750,2020-07-21,Gold,31,M
11751,2024-09-16,Silver,53,M
11752,2024-07-14,Platinum,51,F
11753,2022-01-07,Silver,38,F
11754,2020-07-20,Silver,33,M
11755,2023-09-15,Gold,36,F
11756,2020-12-28,Silver,18,M
11757,2022-06-10,Silver,29,F
11758,2021-03-29,Silver,59,F
11759,2020-12-21,Silver,45,M
11760,2020-08-03,Gold,59,F
11761,2022-08-29,Gold,61,M
11762,2021-07-08,Silver,45,M
11763,2022-06-05,Silver,46,M
11764,2020-01-23,Gold,42,M
11765,2020-06-03,Gold,52,F
11766,2023-04-24,Gold,62,F
11767,2020-09-05,Platinum,45,F
11768,2022-01-18,Silver,64,M
11769,2022-03-15,Gold,43,F
11770,2020-05-13,Gold,51,M
11771,2020-11-16,Platinum,40,F
11772,2021-01-24,Silver,52,F
11773,2021-03-09,Silver,31,F
11774,2022-11-11,Silver,64,M
11775,2022-05-22,Gold,18,F
11776,2024-06-11,Silver,38,M
11777,2024-08-15,Platinum,52,M
11778,2023-02-22,Platinum,43,M
11779,2023-01-07,Silver,57,M
11780,2022-05-07,Gold,39,M
11781,2020-02-20,Silver,61,M
11782,2024-10-17,Platinum,30,F
11783,2020-06-24,Silver,39,M
11784,2022-05-19,Platinum,49,M
11785,2020-09-09,Silver,65,M
11786,2022-08-23,Silver,58,F
11787,2023-06-23,Gold,60,F
11788,2022-01-08,Silver,58,M
11789,2023-02-03,Silver,29,F
11790,2023-05-01,Gold,66,F
11791,2023-09-01,Gold,33,M
11792,2020-10-28,Platinum,57,F
11793,2021-07-01,Silver,69,F
11794,2021-12-16,Gold,63,M
11795,2022-02-17,Gold,32,M
11796,2020-09-24,Gold,46,F
11797,2023-04-08,Silver,25,M
11798,2022-10-06,Silver,41,F
11799,2021-07-04,Silver,32,M
11800,2024-01-18,Gold,31,M
11801,2024-08-01,Platinum,60,F
11802,2023-08-08,Gold,19,M
11803,2024-05-06,Gold,41,F
11804,2024-12-27,Silver,49,F
11805,2024-12-29,Silver,49,F
11806,2023-03-10,Silver,33,M
11807,2023-03-15,Gold,68,M
11808,2023-12-19,Silver,38,M
11809,2020-11-09,Silver,20,F
11810,2020-07-02,Silver,57,M
11811,2024-08-14,Silver,67,M
11812,2021-12-13,Silver,66,M
11813,2020-05-07,Platinum,69,M
11814,2023-08-03,Silver,21,F
11815,2023-06-30,Gold,27,M
11816,2024-12-06,Platinum,61,M
11817,2021-11-30,Silver,18,M
11818,2021-01-20,Platinum,20,M
11819,2023-06-07,Silver,58,F
11820,2020-09-27,Platinum,24,F
11821,2024-11-29,Platinum,43,F
11822,2022-03-21,Platinum,61,M
11823,2021-02-18,Silver,43,F
11824,2020-07-16,Platinum,31,M
11825,2023-09-08,Platinum,23,F
11826,2022-12-15,Gold,65,F
11827,2022-04-10,Silver,32,M
11828,2023-05-11,Silver,52,M
11829,2024-12-11,Silver,27,M
11830,2024-07-02,Gold,28,M
11831,2021-09-19,Silver,49,F
11832,2021-08-26,Platinum,45,M
11833,2023-03-07,Gold,22,F
11834,2023-12-16,Silver,42,F
11835,2022-12-16,Gold,58,F
11836,2024-05-04,Gold,44,F
11837,2022-10-06,Silver,65,M
11838,2020-03-11,Silver,30,F
11839,2022-06-29,Silver,55,M
11840,2021-08-16,Gold,62,M
11841,2023-10-27,Gold,38,M
11842,2024-06-28,Silver,58,F
11843,2021-08-22,Silver,28,F
11844,2021-05-28,Silver,41,M
11845,2020-03-24,Gold,59,F
11846,2022-09-20,Gold,43,F
11847,2022-12-02,Gold,25,F
11848,2024-08-16,Silver,21,F
11849,2022-04-18,Silver,30,M
11850,2021-08-28,Silver,56,F
11851,2022-03-20,Gold,48,M
11852,2020-05-12,Silver,63,M
11853,2023-11-19,Silver,46,F
11854,2022-12-24,Silver,61,F
11855,2020-10-16,Silver,22,F
11856,2021-01-10,Platinum,55,M
11857,2022-02-07,Silver,29,F
11858,2021-04-11,Gold,64,M
11859,2023-05-21,Platinum,23,F
11860,2023-03-17,Silver,30,M
11861,2024-05-15,Silver,34,F
11862,2021-04-15,Gold,42,F
11863,2020-05-28,Gold,25,M
11864,2020-03-28,Platinum,61,F
11865,2023-09-09,Gold,54,F
11866,2021-01-30,Gold,21,F
11867,2022-02-28,Platinum,24,M
11868,2023-11-28,Gold,50,M
11869,2023-01-10,Platinum,66,F
11870,2024-07-22,Silver,29,F
11871,2023-08-02,Gold,54,M
11872,2023-11-06,Gold,25,F
11873,2022-05-14,Silver,29,F
11874,2024-12-20,Gold,42,M
11875,2023-07-17,Silver,38,M
11876,2023-08-08,Gold,49,M
11877,2024-01-16,Platinum,45,F
11878,2024-10-04,Silver,30,M
11879,2020-01-24,Gold,45,F
11880,2022-08-13,Gold,37,M
11881,2020-11-06,Gold,61,F
11882,2024-01-24,Gold,32,F
11883,2023-05-16,Silver,31,F
11884,2024-12-20,Gold,25,M
11885,2024-10-06,Silver,43,F
11886,2021-10-25,Gold,27,F
11887,2021-03-13,Silver,48,F
11888,2024-04-10,Gold,26,F
11889,2021-12-06,Platinum,23,F
11890,2023-09-21,Silver,25,F
11891,2021-02-25,Silver,62,M
11892,2024-11-08,Gold,57,F
11893,2020-11-16,Silver,68,F
11894,2024-02-29,Gold,51,F
11895,2021-08-09,Silver,24,F
11896,2022-08-04,Silver,35,F
11897,2023-04-01,Gold,36,F
11898,2024-04-13,Gold,48,F
11899,2023-04-03,Gold,33,M
11900,2022-04-28,Gold,69,M
11901,2024-09-17,Gold,46,F
11902,2024-05-08,Gold,39,M
11903,2023-08-11,Platinum,39,F
11904,2020-02-11,Silver,59,M
11905,2023-08-01,Silver,58,F
11906,2022-07-27,Silver,29,M
11907,2021-01-21,Silver,33,F
11908,2023-03-07,Silver,59,F
11909,2023-04-25,Gold,29,F
11910,2022-06-28,Silver,40,M
11911,2021-12-16,Silver,34,M
11912,2021-03-06,Silver,49,F
11913,2021-07-07,Silver,26,F
11914,2023-12-10,Silver,39,F
11915,2022-03-10,Silver,65,F
11916,2021-03-01,Silver,37,M
11917,2023-12-10,Silver,20,F
11918,2020-01-26,Gold,36,F
11919,2023-10-26,Gold,69,M
11920,2021-01-19,Silver,21,F
11921,2020-02-25,Gold,45,F
11922,2023-06-30,Platinum,28,F
11923,2021-09-25,Silver,24,F
11924,2020-04-15,Silver,64,M
11925,2023-02-27,Platinum,48,F
11926,2022-04-28,Silver,37,M
11927,2021-10-31,Silver,58,M
11928,2021-01-10,Gold,43,F
11929,2022-01-12,Silver,27,M
11930,2022-08-24,Silver,55,F
11931,2020-11-03,Silver,34,M
11932,2020-03-31,Silver,52,F
11933,2023-11-17,Gold,27,M
11934,2024-04-06,Gold,39,M
11935,2022-03-12,Platinum,66,M
11936,2020-04-19,Silver,38,M
11937,2024-05-03,Silver,48,M
11938,2024-07-22,Silver,35,F
11939,2021-08-07,Silver,30,F
11940,2020-12-05,Silver,30,F
11941,2024-05-07,Silver,18,F
11942,2022-09-05,Silver,41,M
11943,2020-12-21,Silver,27,F
11944,2020-06-16,Platinum,52,M
11945,2021-07-10,Silver,19,F
11946,2024-01-15,Gold,61,M
11947,2022-06-23,Platinum,63,F
11948,2020-04-14,Silver,25,F
11949,2020-05-29,Platinum,19,M
11950,2020-05-25,Gold,65,M
11951,2021-12-16,Silver,67,F
11952,2022-05-23,Platinum,54,F
11953,2020-10-25,Gold,27,M
11954,2023-04-05,Silver,43,F
11955,2024-10-02,Gold,26,M
11956,2021-10-07,Gold,53,M
11957,2021-12-23,Gold,31,F
11958,2022-12-07,Gold,21,F
11959,2021-09-29,Silver,41,M
11960,2020-08-26,Gold,39,F
11961,2022-10-27,Gold,49,M
11962,2021-04-08,Gold,66,M
11963,2021-03-28,Gold,54,F
11964,2022-02-22,Gold,23,F
11965,2022-06-15,Platinum,29,M
11966,2021-01-05,Gold,44,F
11967,2024-04-21,Platinum,52,M
11968,2021-05-01,Silver,59,M
11969,2023-05-19,Silver,46,F
11970,2020-06-13,Silver,57,M
11971,2023-02-22,Silver,25,M
11972,2023-09-22,Platinum,19,M
11973,2020-07-10,Silver,69,M
11974,2021-12-30,Silver,22,M
11975,2020-08-01,Silver,62,F
11976,2021-07-27,Gold,68,M
11977,2023-09-13,Silver,18,F
11978,2022-08-14,Silver,62,M
